id,date,lc,lat,long,smaj,smin,eor
169267,07/04/2017 01:28:20,B,25.7484,-79.3457,8519,1662,102
169267,07/04/2017 01:49:56,B,25.7045,-79.3396,240103,49,98
169267,07/04/2017 02:37:22,B,25.6992,-79.3303,21208,495,95
169267,07/04/2017 20:18:11,A,25.691,-79.2636,9650,51,77
169267,07/04/2017 23:24:11,B,25.6912,-79.2607,52097,42,82
169267,07/04/2017 23:39:09,B,25.6908,-79.2638,6085,353,82
169267,07/05/2017 00:26:10,B,25.6909,-79.2632,11308,138,65
169267,07/05/2017 01:05:57,B,25.691,-79.2616,2211,666,72
169267,07/05/2017 01:19:36,B,25.6913,-79.2619,2183,787,73
169267,07/05/2017 02:11:29,A,25.6934,-79.2679,1713,72,49
169267,07/05/2017 03:54:39,B,25.6927,-79.2691,1681,1137,74
169267,07/05/2017 07:04:32,B,25.6912,-79.271,3037,1483,78
169267,07/05/2017 08:40:38,A,25.7297,-79.3105,15252,317,126
169267,07/05/2017 11:59:57,B,25.7509,-79.3342,6325,4239,114
169267,07/05/2017 20:07:16,B,25.6875,-79.2765,10330,2417,62
169267,07/05/2017 22:53:05,B,25.6973,-79.2899,18328,217,1
169267,07/05/2017 23:27:43,B,25.6933,-79.2945,7096,706,4
169267,07/05/2017 23:56:44,B,25.6984,-79.2914,6262,725,83
169267,07/06/2017 01:10:31,B,25.7017,-79.3046,4288,965,96
169267,07/06/2017 01:55:07,B,25.6932,-79.3013,67981,40,85
169267,07/06/2017 02:46:36,B,25.6966,-79.3049,102762,31,86
169267,07/06/2017 13:30:14,B,25.7076,-79.3543,4309,2897,104
169267,07/06/2017 14:17:06,B,25.6841,-79.3059,27263,153,81
169267,07/06/2017 23:13:05,B,25.669,-79.2951,8388,1170,67
169267,07/06/2017 23:24:47,B,25.6918,-79.2868,13833,486,84
169267,07/07/2017 00:11:12,B,25.6894,-79.2828,11371,646,84
169267,07/07/2017 15:38:56,3,25.6897,-79.2733,333,72,120
169267,07/07/2017 22:59:29,B,25.6859,-79.2637,6074,1531,110
169267,07/07/2017 23:50:35,B,25.6877,-79.2616,4321,1881,99
169267,07/08/2017 00:39:27,A,25.6711,-79.2858,5542,69,20
169267,07/08/2017 01:11:35,B,25.6691,-79.2869,1338,725,25
169267,07/08/2017 02:03:38,A,25.6919,-79.297,57430,357,93
169267,07/08/2017 13:10:50,B,25.7447,-79.3506,36086,6057,118
169267,07/08/2017 14:39:47,B,25.7301,-79.3327,49554,4758,116
169267,07/08/2017 16:16:27,B,25.7052,-79.2954,16379,4735,101
169267,07/08/2017 16:59:41,B,25.7027,-79.2927,4540,1780,104
169267,07/08/2017 22:47:53,B,25.6887,-79.2848,8593,240,13
169267,07/08/2017 23:28:20,A,25.6941,-79.2777,10503,42,84
169267,07/09/2017 13:01:38,B,25.6884,-79.218,153079,53,94
169267,07/09/2017 13:22:08,B,25.6921,-79.2702,14488,404,95
169267,07/09/2017 16:38:44,B,25.6922,-79.27,7091,1242,91
169267,07/09/2017 20:57:25,B,25.6914,-79.2615,179271,53,86
169267,07/09/2017 22:39:34,A,25.6904,-79.2688,2982,148,113
169267,07/09/2017 22:54:17,A,25.6933,-79.2716,463,147,3
169267,07/10/2017 00:20:03,B,25.6932,-79.2708,1511,975,95
169267,07/10/2017 00:35:47,B,25.6918,-79.2703,1561,1177,76
169267,07/10/2017 01:30:22,B,25.6917,-79.2698,1851,1510,81
169267,07/10/2017 16:14:22,B,25.6812,-79.2835,5374,2700,129
169267,07/10/2017 20:46:48,A,25.6748,-79.274,7726,69,135
169267,07/10/2017 22:24:45,B,25.6757,-79.2736,1921,1161,118
169267,07/10/2017 23:01:20,B,25.6872,-79.2732,2873,707,102
169267,07/11/2017 00:02:49,B,25.6891,-79.2682,35147,44,74
169267,07/11/2017 00:08:25,B,25.6892,-79.2688,7429,219,74
169267,07/11/2017 14:14:24,B,25.7283,-79.2244,6317,2010,63
169267,07/11/2017 15:14:57,B,25.7113,-79.243,10413,2008,53
169267,07/11/2017 15:55:35,B,25.698,-79.2604,2869,2593,114
169267,07/11/2017 18:54:12,B,25.6814,-79.2756,8978,237,54
169267,07/11/2017 20:35:45,B,25.6799,-79.2873,4320,902,53
169267,07/11/2017 22:34:11,B,25.6843,-79.2891,3256,1442,71
169267,07/11/2017 23:44:28,B,25.6818,-79.2892,14750,254,59
169267,07/11/2017 23:56:02,A,25.6838,-79.2995,1058,144,57
169267,07/12/2017 00:05:48,B,25.6875,-79.2871,1374,108,177
169267,07/12/2017 01:30:43,A,25.6837,-79.2734,3332,203,149
169267,07/12/2017 13:58:41,1,25.7331,-79.2382,6422,76,81
169267,07/12/2017 14:04:42,B,25.7334,-79.2401,1781,227,75
169267,07/12/2017 14:48:29,1,25.7518,-79.2231,9753,193,98
169267,07/12/2017 15:32:48,B,25.7574,-79.2185,5766,4311,96
169267,07/12/2017 23:24:28,B,25.7952,-79.1617,24851,4662,89
169267,07/12/2017 23:41:52,B,25.7854,-79.1953,15374,662,86
169267,07/13/2017 01:04:19,B,25.7967,-79.1856,9679,1486,79
169267,07/13/2017 13:35:50,B,25.7745,-79.202,12256,1623,95
169267,07/13/2017 22:55:31,B,25.7673,-79.1981,14929,1800,99
169267,07/13/2017 23:31:48,B,25.8012,-79.2175,13695,1277,68
169267,07/14/2017 00:50:20,B,25.82,-79.2343,10977,1538,71
169267,07/14/2017 02:35:54,B,25.8136,-79.2288,10165,1845,69
169267,07/14/2017 10:14:26,B,25.7893,-79.26,13663,1560,93
169267,07/14/2017 11:18:14,B,25.7885,-79.2656,23415,1050,88
169267,07/14/2017 11:55:16,B,25.7862,-79.2486,19447,782,79
169267,07/14/2017 13:44:05,B,25.7818,-79.2399,10746,1004,85
169267,07/15/2017 00:15:27,B,25.754,-79.166,12399,1264,101
169267,07/15/2017 01:04:58,B,25.7612,-79.2197,29992,853,108
169267,07/15/2017 08:32:53,B,25.7642,-79.2158,31811,814,99
169267,07/15/2017 10:10:01,B,25.7732,-79.264,8135,1230,93
169267,07/15/2017 11:46:52,B,25.7756,-79.2812,3325,1746,77
169267,07/15/2017 12:33:45,B,25.776,-79.2837,2351,1970,3
169267,07/15/2017 13:27:37,B,25.7735,-79.2809,33376,95,17
169267,07/15/2017 14:36:27,B,25.775,-79.2862,3401,972,14
169267,07/15/2017 23:49:36,B,25.7748,-79.3316,3654,3540,4
169267,07/16/2017 00:46:00,B,25.7623,-79.2951,5989,1992,54
169267,07/16/2017 03:27:43,B,25.7668,-79.2851,5523,1881,77
169267,07/16/2017 10:51:46,B,25.7652,-79.2724,6727,2303,89
169267,07/16/2017 11:33:11,B,25.769,-79.2797,10464,1171,79
169267,07/16/2017 12:29:46,B,25.7691,-79.2825,7693,1179,69
169267,07/16/2017 14:09:59,B,25.7683,-79.2825,7627,1233,63
169267,07/16/2017 22:54:50,B,25.7673,-79.2845,25759,263,56
169267,07/16/2017 23:16:24,B,25.7702,-79.2801,3888,540,58
169267,07/16/2017 23:18:03,B,25.7709,-79.28,6582,238,61
169267,07/17/2017 00:34:44,B,25.7685,-79.2799,6637,377,70
169267,07/17/2017 01:27:28,B,25.7684,-79.2795,4140,748,75
169271,05/04/2017 20:08:00,B,25.8095,-79.3052,5452,4150,85
169271,05/04/2017 22:04:00,B,25.7709,-79.2646,124800,93,148
169271,05/04/2017 22:48:00,B,25.7554,-79.255,2035,767,138
169271,05/04/2017 23:40:00,A,25.7513,-79.2575,303,154,94
169271,05/04/2017 23:48:00,A,25.7532,-79.2577,863,54,112
169271,05/05/2017 00:31:00,B,25.7492,-79.2558,1880,255,122
169271,05/05/2017 01:34:00,B,25.745,-79.2546,1733,941,112
169271,05/05/2017 02:30:00,B,25.7502,-79.2571,12662,101,73
169271,05/05/2017 03:16:00,B,25.7542,-79.2498,3703,355,87
169271,05/05/2017 08:39:00,0,25.7536,-79.2493,70675,57,99
169271,05/05/2017 10:23:00,B,25.7531,-79.2486,4174,1004,101
169271,05/05/2017 10:28:00,A,25.7515,-79.2527,6931,104,130
169271,05/05/2017 11:42:00,B,25.7524,-79.2482,3983,1145,108
169271,05/05/2017 12:08:00,B,25.7533,-79.2555,8998,118,31
169271,05/05/2017 12:10:00,A,25.7509,-79.2501,223,112,90
169271,05/05/2017 20:01:00,B,25.7495,-79.2497,11919,1253,75
169271,05/05/2017 23:25:00,B,25.7498,-79.2331,6360,2071,75
169271,05/05/2017 23:29:00,A,25.7452,-79.2609,1165,65,40
169271,05/05/2017 23:56:00,2,25.753,-79.2511,615,147,102
169271,05/06/2017 01:21:00,B,25.7533,-79.2515,5001,4032,73
169271,05/06/2017 08:26:00,B,25.7553,-79.2492,50449,841,22
169271,05/06/2017 10:05:00,0,25.7572,-79.2579,7917,451,160
169271,05/06/2017 10:10:00,A,25.7474,-79.2554,5258,157,31
169271,05/06/2017 11:05:00,B,25.7466,-79.2598,1674,779,58
169271,05/06/2017 11:40:00,B,25.7477,-79.2598,1891,970,65
169271,05/06/2017 23:20:00,B,25.7579,-79.2813,5230,2030,46
169271,05/06/2017 23:27:00,2,25.7536,-79.258,1570,51,111
169271,05/07/2017 00:34:00,A,25.7499,-79.2619,2974,223,100
169271,05/07/2017 00:56:00,B,25.7519,-79.25,1049,374,89
169271,05/07/2017 01:50:00,B,25.7518,-79.2514,1595,788,85
169271,05/07/2017 02:31:00,B,25.753,-79.2519,1911,1009,86
169271,05/07/2017 08:23:00,B,25.7616,-79.2545,3347,2104,119
169271,05/07/2017 11:17:00,A,25.7501,-79.2569,1034,54,77
169271,05/07/2017 11:45:00,A,25.7487,-79.2534,410,98,18
169271,05/07/2017 12:17:00,B,25.7485,-79.2541,884,700,90
169271,05/07/2017 13:31:00,B,25.7469,-79.2556,1699,1034,87
169271,05/07/2017 14:14:00,B,25.7458,-79.2552,1997,1246,84
169271,05/07/2017 15:00:00,B,25.7453,-79.2557,2168,1492,80
169271,05/07/2017 22:28:00,B,25.7998,-79.3083,12519,6771,106
169271,05/07/2017 23:05:00,B,25.7673,-79.3089,19472,3666,87
169271,05/08/2017 00:14:00,A,25.7558,-79.2556,347,125,33
169271,05/08/2017 00:31:00,B,25.77,-79.2981,29523,3578,99
169271,05/08/2017 00:43:00,B,25.7479,-79.2702,17076,268,79
169271,05/08/2017 02:19:00,0,25.755,-79.2546,22295,103,71
169271,05/08/2017 03:11:00,B,25.7568,-79.2571,3031,1191,83
169271,05/08/2017 03:59:00,B,25.7462,-79.2451,2978,1601,90
169271,05/08/2017 08:05:00,1,25.7536,-79.2718,9141,62,97
169271,05/08/2017 10:09:00,B,25.7465,-79.262,3100,493,50
