id,date,lc,lat,long,smaj,smin,eor
169267,05/10/2017 14:56:17,B,25.6488,-79.3721,737334,218,68
169267,05/10/2017 15:39:24,B,25.6919,-79.2664,7344,782,73
169267,05/10/2017 18:59:31,B,25.739,-79.1487,5405,2648,101
169267,05/13/2017 23:26:40,B,25.678,-79.1162,506412,132,94
169267,05/13/2017 23:31:55,B,25.6891,-79.2684,423,257,22
169267,05/14/2017 01:17:37,B,25.7063,-79.2015,1675,1136,84
169267,05/14/2017 10:05:45,B,25.6965,-79.2352,10117,1624,86
169267,05/15/2017 08:25:13,B,25.7092,-79.2014,19008,3595,70
169267,05/16/2017 00:12:34,B,25.7359,-79.0797,432648,1307,77
169267,05/16/2017 00:56:53,B,25.6745,-79.3255,68191,7088,73
169267,05/16/2017 01:13:31,B,25.6749,-79.3243,12262,9466,66
169267,05/16/2017 02:00:46,B,25.7102,-79.4034,133646,490,98
169267,05/16/2017 02:56:48,B,25.7144,-79.3826,17962,1738,101
169267,05/17/2017 10:29:50,B,25.7101,-79.2822,307162,314,153
169267,05/18/2017 02:03:30,B,25.6895,-79.2711,4970,3724,113
169267,05/18/2017 03:54:07,B,25.7186,-79.4337,156460,4493,103
169267,05/18/2017 14:40:19,B,25.6797,-79.2093,39463,7171,124
169267,05/18/2017 15:32:48,B,25.7059,-79.2379,10840,9685,94
169267,05/18/2017 20:55:20,B,25.6944,-79.2151,24286,3447,96
169267,05/19/2017 00:19:48,B,25.7057,-79.1924,9817,1169,81
169267,05/19/2017 11:02:05,B,25.7331,-79.136,18473,1025,76
169267,05/19/2017 11:10:26,B,25.703,-79.2213,40114,491,84
169267,05/19/2017 12:53:07,B,25.696,-79.2486,39488,204,86
169267,05/19/2017 12:56:57,B,25.6944,-79.2726,13954,269,86
169267,05/20/2017 03:09:58,B,25.6919,-79.2912,8631,1486,108
169267,05/23/2017 03:48:30,B,25.6905,-79.2814,84547,161,57
169267,05/23/2017 08:32:33,B,25.7015,-79.2696,16619,160,145
169267,05/23/2017 10:36:46,B,25.6918,-79.2647,2471,869,97
169267,05/23/2017 11:26:02,B,25.6915,-79.2632,2877,962,95
169267,05/23/2017 16:12:19,B,25.6818,-79.2591,4544,1412,93
169267,05/23/2017 23:22:34,B,25.6877,-79.2645,7783,1177,69
169267,05/24/2017 00:10:45,B,25.6912,-79.2608,31034,70,117
169267,05/24/2017 00:32:55,B,25.6908,-79.2607,5710,452,117
169267,05/24/2017 01:41:16,B,25.6851,-79.2554,7535,259,96
169267,05/24/2017 02:35:40,B,25.6842,-79.254,3579,781,95
169267,05/24/2017 03:28:47,B,25.6831,-79.2545,3124,1076,101
169267,05/24/2017 08:26:32,B,25.6873,-79.245,115469,37,95
169267,05/24/2017 23:07:45,B,25.6832,-79.2146,9715,1555,100
169267,05/25/2017 02:17:55,B,25.6951,-79.2379,11752,1187,85
169267,05/25/2017 03:05:28,B,25.6945,-79.2477,9392,1382,85
169267,05/25/2017 08:13:05,B,25.6915,-79.2607,20347,82,18
169267,05/25/2017 11:19:29,B,25.6904,-79.2678,2285,1870,26
169267,05/26/2017 00:36:40,1,25.6916,-79.2607,1391,691,94
169267,05/26/2017 01:53:50,B,25.6918,-79.2624,9791,7789,94
169267,05/26/2017 02:44:57,B,25.6897,-79.2625,153752,209,86
169267,05/26/2017 08:01:22,B,25.6905,-79.2682,15932,110,142
169267,05/27/2017 00:33:54,B,25.6813,-79.2889,5394,2626,57
169267,05/27/2017 01:41:17,B,25.6789,-79.2867,5380,2812,38
169267,05/27/2017 02:27:35,B,25.6846,-79.2751,6005,2588,34
169267,05/27/2017 07:56:14,B,25.6912,-79.2654,4266,3229,133
169267,05/27/2017 10:09:29,B,25.6899,-79.2679,6738,1645,124
169267,05/27/2017 16:28:08,B,25.6888,-79.2674,9478,1434,113
169267,05/27/2017 22:29:43,B,25.6835,-79.2639,10997,1590,112
169267,05/28/2017 01:57:07,A,25.6919,-79.2577,180,136,86
169267,05/28/2017 03:47:15,B,25.6915,-79.2566,1597,1250,100
169267,05/28/2017 07:39:00,B,25.692,-79.2542,3445,1381,89
169267,05/28/2017 11:02:11,B,25.6921,-79.2529,3914,2113,85
169267,05/28/2017 12:40:18,B,25.6933,-79.254,30923,170,52
169267,05/28/2017 18:56:57,B,25.6868,-79.2549,5326,1566,76
169267,05/28/2017 23:38:44,0,25.6914,-79.2697,13643,166,108
169267,05/28/2017 23:45:20,B,25.6914,-79.2697,2696,959,106
169267,05/29/2017 01:41:48,A,25.6905,-79.2684,6951,60,101
169267,05/29/2017 03:17:22,B,25.6905,-79.2684,1935,1122,96
169267,05/30/2017 01:18:49,1,25.6905,-79.2599,637,425,135
169267,05/30/2017 01:31:05,B,25.6878,-79.2593,2343,375,52
169267,05/30/2017 02:59:07,3,25.6902,-79.2606,563,110,78
169267,05/30/2017 22:40:37,B,25.6874,-79.2619,20154,3220,110
169267,05/30/2017 23:43:23,B,25.6867,-79.2623,16675,2201,97
169267,05/31/2017 01:00:05,B,25.6875,-79.2615,14171,2275,98
169267,05/31/2017 01:19:24,B,25.6877,-79.2637,14303,139,7
169267,05/31/2017 14:17:42,B,25.6926,-79.2651,5967,1715,71
169267,06/01/2017 01:07:00,B,25.6962,-79.2629,9150,1813,63
169267,06/01/2017 02:19:58,B,25.6919,-79.2661,13545,885,78
169267,06/01/2017 03:57:56,B,25.6912,-79.2665,10841,1264,78
169267,06/02/2017 00:53:57,B,25.683,-79.287,8621,3285,59
169267,06/02/2017 03:38:35,B,25.6807,-79.2889,7943,2388,90
169267,06/02/2017 13:26:28,B,25.6784,-79.2903,13127,1536,106
169267,06/02/2017 14:23:31,B,25.6821,-79.2943,3972,1702,77
169267,06/03/2017 01:39:39,B,25.6768,-79.3207,8675,1479,67
169267,06/03/2017 02:33:43,B,25.687,-79.2974,148593,49,78
169267,06/03/2017 03:17:17,B,25.6926,-79.2633,14477,68,43
169267,06/03/2017 13:14:47,B,25.7194,-79.2499,20982,108,28
169267,06/04/2017 00:00:31,B,25.7428,-79.1434,3855,3443,46
169267,06/04/2017 01:16:43,B,25.7072,-79.1909,26284,1388,78
169267,06/04/2017 07:59:36,B,25.6895,-79.2622,14811,163,133
169267,06/06/2017 23:55:51,B,25.7106,-79.2721,86623,326,107
169267,06/07/2017 00:02:43,B,25.6995,-79.2443,8115,74,62
169267,06/07/2017 01:02:17,B,25.6961,-79.2402,1985,824,69
169267,06/07/2017 01:58:30,A,25.6885,-79.2653,3585,55,66
169267,06/07/2017 03:37:41,B,25.6819,-79.272,1737,1062,90
169267,06/07/2017 23:44:39,B,25.6838,-79.2701,5856,3819,92
169267,06/08/2017 03:10:40,B,25.6707,-79.2586,147738,98,165
169267,06/08/2017 08:50:48,A,25.6863,-79.244,24064,38,97
169267,06/08/2017 13:02:57,B,25.6828,-79.236,3494,1386,90
169267,06/08/2017 15:40:36,B,25.6802,-79.2361,4812,1265,103
169267,06/08/2017 18:31:54,B,25.6882,-79.2352,6238,1195,95
169267,06/08/2017 22:33:32,A,25.6782,-79.2525,609,66,112
169267,06/08/2017 23:02:31,B,25.6782,-79.2524,867,666,98
169267,06/09/2017 00:12:44,B,25.6808,-79.2526,1690,956,89
169267,06/09/2017 00:36:12,B,25.698,-79.2645,12283,78,70
169267,06/09/2017 01:13:15,B,25.6954,-79.2691,3976,108,127
169267,06/09/2017 01:17:43,B,25.6954,-79.269,2131,241,126
169267,06/09/2017 20:03:03,B,25.6755,-79.3097,11474,1026,67
169267,06/10/2017 01:02:24,B,25.6737,-79.3016,41838,244,88
169267,06/10/2017 01:50:50,B,25.6725,-79.2961,15523,666,88
169267,06/10/2017 02:30:59,B,25.6733,-79.2842,9653,890,89
169267,06/10/2017 03:25:18,B,25.673,-79.2803,7263,1124,87
169267,06/10/2017 14:53:20,B,25.6738,-79.2835,5917,3127,78
169267,06/10/2017 23:41:26,B,25.661,-79.2206,8220,4065,90
169267,06/11/2017 02:11:55,B,25.686,-79.2386,214908,45,98
169267,06/11/2017 13:19:22,B,25.7028,-79.2163,8139,2554,101
169267,06/12/2017 02:49:53,B,25.684,-79.2545,8419,3082,126
169267,06/12/2017 03:32:01,B,25.6931,-79.2555,10388,352,163
169267,06/12/2017 08:10:05,B,25.6922,-79.2659,15054,92,34
169267,06/12/2017 11:37:10,B,25.6942,-79.2779,2946,1779,44
169267,06/12/2017 11:58:34,B,25.6945,-79.2558,24005,102,4
169267,06/12/2017 22:48:55,B,25.6896,-79.2555,4870,1868,82
169267,06/13/2017 00:33:37,B,25.6891,-79.2719,5129,2179,80
169267,06/13/2017 01:27:04,B,25.6837,-79.2716,44809,168,88
169267,06/13/2017 03:09:16,B,25.6805,-79.2683,5046,908,78
169267,06/13/2017 07:54:44,B,25.6785,-79.28,5014,1552,63
169267,06/13/2017 11:21:09,B,25.686,-79.274,21781,117,91
169267,06/13/2017 12:56:33,B,25.6847,-79.2738,4347,968,90
169267,06/13/2017 15:31:55,B,25.6833,-79.2751,4176,1696,90
169267,06/13/2017 20:53:30,B,25.6816,-79.2794,4872,2222,73
169267,06/13/2017 22:02:14,B,25.6839,-79.2777,7478,1234,69
169267,06/14/2017 02:01:21,B,25.6857,-79.2772,5515,1628,91
169267,06/14/2017 20:42:35,B,25.6783,-79.2763,7431,2505,43
169267,06/15/2017 01:38:46,B,25.68,-79.2648,173324,81,21
169267,06/15/2017 01:46:32,B,25.6819,-79.2641,41935,303,21
169267,06/15/2017 02:28:11,B,25.683,-79.2635,13281,743,23
169267,06/15/2017 11:55:23,B,25.6879,-79.2575,5891,2762,8
169267,06/15/2017 20:33:49,B,25.6899,-79.2551,10916,982,83
169267,06/15/2017 23:54:48,B,25.6899,-79.2552,297559,38,79
169267,06/16/2017 02:08:25,B,25.6897,-79.2558,16863,706,84
169267,06/16/2017 03:46:46,B,25.6894,-79.2609,13010,118,179
169267,06/16/2017 14:06:38,B,25.6915,-79.2665,4756,1815,104
169267,06/17/2017 01:48:37,B,25.6927,-79.2644,11761,1093,80
169267,06/17/2017 08:55:14,B,25.6917,-79.2708,78056,133,101
169267,06/17/2017 12:39:49,B,25.6903,-79.2704,7815,1342,94
169267,06/17/2017 13:50:27,B,25.6896,-79.2798,22711,163,93
169267,06/17/2017 15:14:16,B,25.6898,-79.2854,4973,903,93
169267,06/17/2017 15:58:26,B,25.692,-79.2942,13407,112,37
169267,06/18/2017 03:03:37,B,25.6891,-79.289,4530,2684,45
169267,06/18/2017 08:37:52,B,25.7109,-79.3051,97650,54,121
169267,06/18/2017 13:42:59,B,25.7043,-79.32,8292,1274,119
169267,06/18/2017 13:53:11,B,25.6983,-79.3063,7159,1338,118
169267,06/18/2017 22:46:45,B,25.6937,-79.2761,35091,109,179
169267,06/19/2017 01:02:13,B,25.6932,-79.2781,14228,86,69
169267,06/19/2017 01:09:23,B,25.6942,-79.2751,4521,263,69
169267,06/19/2017 01:57:24,B,25.6945,-79.2757,2412,787,72
169267,06/19/2017 02:42:29,B,25.6959,-79.2715,5003,201,168
169267,06/19/2017 08:28:36,B,25.692,-79.2601,21850,77,38
169267,06/19/2017 23:11:37,B,25.6967,-79.2652,6493,2011,56
169267,06/20/2017 13:21:03,B,25.6856,-79.273,97258,70,107
169267,06/20/2017 14:03:00,B,25.6867,-79.2762,11765,588,106
169267,06/20/2017 14:53:29,B,25.688,-79.2896,6216,795,114
169267,06/20/2017 16:34:33,B,25.6883,-79.2961,4659,1356,113
169267,06/21/2017 02:03:51,1,25.6904,-79.2612,823,314,73
169267,06/21/2017 02:59:30,B,25.6898,-79.2628,5067,2753,79
169267,06/21/2017 13:04:22,A,25.6941,-79.2892,2582,55,102
169267,06/21/2017 14:29:22,B,25.6999,-79.2933,12327,73,81
169267,06/21/2017 16:09:32,A,25.7002,-79.2971,6028,191,85
169267,06/21/2017 22:04:16,B,25.6885,-79.2932,27946,104,56
169267,06/22/2017 00:33:57,B,25.7026,-79.2821,18654,94,108
169267,06/22/2017 01:40:25,B,25.6992,-79.2655,6779,107,174
169267,06/22/2017 13:02:48,B,25.7009,-79.2197,3854,3378,77
169267,06/22/2017 14:11:10,B,25.683,-79.248,8494,1339,106
169267,06/22/2017 15:47:07,B,25.6847,-79.2637,5532,1660,98
169267,06/22/2017 20:53:18,B,25.68,-79.2759,9254,1128,86
169267,06/22/2017 22:33:00,B,25.679,-79.2832,6477,1584,84
169267,06/22/2017 23:59:27,2,25.6897,-79.2648,1308,98,113
169267,06/23/2017 00:14:58,3,25.6895,-79.2641,419,69,75
169267,06/23/2017 01:20:43,A,25.6882,-79.2618,3733,102,59
169267,06/23/2017 23:00:45,B,25.7089,-79.2531,47156,233,64
169267,06/24/2017 00:39:31,B,25.6967,-79.2666,7407,276,37
169267,06/24/2017 01:07:42,B,25.6923,-79.2694,1949,688,40
169267,06/24/2017 18:48:50,B,25.6859,-79.2688,6818,2127,88
169267,06/24/2017 20:30:50,B,25.6859,-79.275,33669,89,120
169267,06/24/2017 22:34:34,B,25.6796,-79.2744,4377,1122,115
169267,06/25/2017 00:41:47,B,25.676,-79.2737,3390,1194,75
169267,06/25/2017 14:54:32,B,25.6484,-79.2774,5208,3746,77
169267,06/25/2017 20:20:57,B,25.742,-79.3011,263235,70,73
169267,06/25/2017 22:05:48,1,25.7372,-79.2279,1592,313,158
169267,06/25/2017 22:28:33,2,25.734,-79.2348,789,212,175
169267,06/25/2017 23:37:05,A,25.7119,-79.2466,361,99,52
169267,06/25/2017 23:46:18,B,25.7089,-79.2462,1368,86,88
169267,06/26/2017 00:05:32,B,25.7027,-79.2517,1484,207,111
169267,06/26/2017 14:25:05,B,25.7093,-79.2337,5684,2006,67
169267,06/26/2017 16:06:08,B,25.7045,-79.2699,4128,2263,163
169267,06/26/2017 20:13:17,B,25.7104,-79.2794,4226,2533,121
169267,06/26/2017 23:18:12,B,25.71,-79.2812,4444,3378,117
169267,06/26/2017 23:35:01,B,25.7099,-79.2806,4486,3380,119
169267,06/27/2017 01:05:50,B,25.7288,-79.2925,4831,2596,69
169267,06/27/2017 13:36:59,B,25.7356,-79.2955,17227,543,90
169267,06/27/2017 14:57:24,B,25.7351,-79.2842,6195,1043,90
169267,06/27/2017 22:59:43,B,25.7407,-79.3013,5437,2710,89
169267,06/27/2017 23:10:37,B,25.7425,-79.2918,6008,2485,91
169267,06/28/2017 00:43:26,B,25.7554,-79.2741,6999,1452,122
169267,06/28/2017 01:25:59,B,25.7612,-79.2745,6040,1396,112
169267,06/28/2017 02:11:40,B,25.764,-79.2767,4800,1536,120
169267,06/28/2017 10:09:13,B,25.801,-79.2811,5208,3021,120
169267,06/28/2017 11:24:59,B,25.7813,-79.2858,8137,1954,138
169267,06/28/2017 11:40:21,B,25.7778,-79.2825,7495,1730,148
169267,06/28/2017 11:50:39,B,25.7712,-79.2776,24899,83,77
169267,06/28/2017 13:28:48,B,25.774,-79.2812,4348,846,79
169267,06/28/2017 13:42:42,B,25.7721,-79.2814,3627,966,83
169267,06/28/2017 16:23:55,B,25.7783,-79.287,3844,1633,85
169267,06/29/2017 00:18:10,B,25.7748,-79.2839,4936,2835,77
169267,06/29/2017 08:12:33,B,25.7807,-79.2878,6102,3435,72
169267,06/29/2017 11:30:22,B,25.7934,-79.2962,6352,3852,77
169267,06/29/2017 12:37:40,B,25.7807,-79.3019,8909,1840,103
169267,06/29/2017 15:07:11,B,25.7818,-79.3029,9004,1915,108
169267,06/29/2017 15:58:38,B,25.7773,-79.29,5224,2236,104
169267,06/29/2017 16:41:47,B,25.7749,-79.2889,5807,1951,102
169267,06/29/2017 22:56:36,B,25.7621,-79.2816,6173,2208,80
169267,06/29/2017 23:52:19,B,25.7665,-79.2811,3479,2386,26
169267,06/30/2017 01:29:14,B,25.7619,-79.2763,3599,2762,32
169267,06/30/2017 02:13:49,B,25.7641,-79.2754,3197,2991,74
169267,06/30/2017 03:59:47,B,25.7671,-79.272,4339,1945,82
169267,06/30/2017 10:50:43,B,25.7678,-79.2556,6377,2017,88
169267,06/30/2017 11:23:29,B,25.7677,-79.2635,13635,801,91
169267,06/30/2017 23:09:20,A,25.7545,-79.2907,13476,104,34
169267,06/30/2017 23:17:03,B,25.7548,-79.2904,4935,308,35
169267,07/01/2017 02:52:23,B,25.7628,-79.2868,4163,820,71
169267,07/01/2017 10:05:05,B,25.7684,-79.2893,5440,1716,79
169267,07/01/2017 11:11:08,B,25.7688,-79.2841,5540,1866,82
169267,07/01/2017 15:19:04,B,25.7696,-79.2803,9170,1115,96
169267,07/01/2017 20:51:49,B,25.7703,-79.2823,12939,977,89
169267,07/01/2017 22:39:10,B,25.7701,-79.2755,12391,894,80
169267,07/01/2017 23:05:01,B,25.7698,-79.2741,10249,944,77
169267,07/02/2017 00:10:47,B,25.7707,-79.2728,15597,618,79
169267,07/02/2017 13:58:52,B,25.7758,-79.2563,8108,2529,68
169267,07/02/2017 14:57:49,B,25.7633,-79.2747,11903,765,108
169267,07/02/2017 20:34:40,B,25.7512,-79.2682,29139,157,148
169267,07/02/2017 23:56:02,B,25.7477,-79.275,5010,1642,145
169267,07/03/2017 00:13:24,B,25.763,-79.2773,3318,1631,121
169267,07/03/2017 02:55:06,B,25.7559,-79.2813,3419,2253,128
169267,07/03/2017 07:28:29,B,25.7576,-79.2896,5304,1450,73
169267,07/03/2017 11:01:22,B,25.7602,-79.291,6567,1523,78
169267,07/03/2017 12:32:34,B,25.7539,-79.2998,11413,463,108
169267,07/03/2017 12:32:49,B,25.7527,-79.296,9800,467,108
169267,07/03/2017 15:22:46,B,25.778,-79.3014,8419,729,101
169267,07/03/2017 18:45:23,B,25.7823,-79.3224,7437,1247,102
169267,07/03/2017 23:42:38,B,25.7843,-79.3419,6275,2221,104
